,id,image,ing,prediction
1939,37c9b47087,02f293d1a3.jpg,"flour,sugar,kosher salt,stick unsalted butter,cubed chilled,heavy cream,ice water,Bosc pears,cored dice,turbinado sugar,egg,heavy cream,pure vanilla extract,coarsely chopped bittersweet semisweet chocolate,toasted hazelnuts,flaky sea salt,Vanilla ice cream whipped cream,",<start> baking powder baking soda salt unsalted butter room temperature unsalted butter at room temperature eggs room temperature heavy cream bittersweet bittersweet chocolate coarsely chopped heavy cream unsalted butter room temperature heavy whipping cream vanilla extract heavy whipping cream bittersweet chocolate chopped bittersweet chocolate chopped heavy cream <end>
1942,37e3b15093,0d314d0196.jpg,"sugar,hot water,food coloring,sugar cube",<start> butter softened vanilla extract <end>
1947,380227408c,0090138b86.jpg,"kielbasa sausage,jar salsa,jar grape jelly,water,lemon juice,eggs,onion,chopped,pounds ground beef,salt,ground black pepper,cornflakes cereal,crushed",<start> olive oil onion chopped cloves garlic minced pound lean ground beef dry bread crumbs ground black pepper salt ground black pepper <end>
1980,39323ae5b2,07dfe9c4ca.jpg,"unsalted butter,softened,light brown sugar,packed,granulated sugar,egg,vanilla use Watkins double strength,it evaporate during baking like others tend,instant coffee use,it has acidity,flour,baking soda,baking powder,salt,bag Nestle chocolate chips",<start> butter softened brown eggs vanilla extract baking soda salt chocolate chips <end>
1986,394628991d,04b3239348.jpg,"cooked brown rice,egg whites,divided,dried rosemary leaves,divided,Milk VELVEETA,up,milk,chopped cooked chicken,mushrooms,pepper",<start> salt baking powder baking soda ground cinnamon ground cloves ground nutmeg milk butter melted <end>
1995,3983c7950b,00410ffebb.jpg,"bisquik baking mix,light sour cream,Sprite",<start> cream cheese softened butter softened eggs vanilla extract baking soda salt ground cinnamon <end>
2059,3b398aa89d,08e8305ffb.jpg,"albacore tuna,Onion,finely chopped,Cucumber,finely chopped,Celery,finely chopped,Sweet pickle relish,Lemon juice,tsp Dried parsley,tsp Dried dill,tsp Garlic salt,tsp Ground black pepper,Miracle whip mayo,Bread,Potato chips",<start> slices bacon cooked crumbled bacon cooked crumbled parmesan cheese grated parmesan cheese <end>
2084,3bff017435,0068e26a4f.jpg,"olive oil,chopped parsley,lemon,juiced,hot pepper sauce,cloves garlic,minced,tomato paste,dried oregano,salt,ground black pepper,pounds shrimp,peeled deveined with tails attached,skewers",<start> olive oil onion finely chopped cloves garlic minced ground cumin ground coriander ground turmeric ground coriander ground turmeric ground cardamom ground cardamom ground cardamom ground cardamom ground cardamom ground cardamom ground cardamom ground cardamom ground cardamom ground cardamom ground cinnamon ground cloves ground nutmeg <end>
2092,3c46c8907a,09e284784b.jpg,"ready made pie crust,cherry pie filling,Cooking spray,cupcake pan tin",<start> baking powder baking soda salt unsalted butter softened egg vanilla extract chocolate chips <end>
2181,3eb55512ee,04c39c349a.jpg,"stalk green onion,a tomatoes,slices vegetarian ham Lightlife Smart Deli,steamed broccoli,egg,pinch salt,pinch pepper,margarine,big tortillas,vegetable oil,a mexican shredded cheese",<start> slices bacon cooked bacon chopped onion chopped green bell pepper chopped red bell pepper chopped green bell pepper chopped onion chopped green bell pepper chopped tomato sauce shredded cheddar cheese <end>
2223,3f7d1c4c67,0fa206f8da.jpg,"rice,kg sugar,cooking oil,saffron,rose water,pistachios,crushed,almonds,crushed,cinnamon",<start> baking soda salt butter softened eggs vanilla extract <end>
2294,41b8d204ba,0020971887.jpg,"milk,water,butter,sugar,salt,flour,envelope active dry yeast,egg yolk,water",<start> active dry yeast warm degrees degrees butter melted salt active dry yeast <end>
2299,41eb3124ef,009e9aefd5.jpg,"prepared inch pastry shell,sugar,flour,heavy whipping cream,milk,vanilla extract,ground nutmeg,butter,chilled diced",<start> salt baking powder milk butter melted butter melted <end>
2330,4306fc5278,0972edb11a.jpg,"pasta,cooked kind that,celery,diced,sweet onion,diced,green onion,diced,sweet pepper,diced,tomatoes,diced,carrot,shredded,radish,halved,black olives,sliced,green olives,sliced,cheese,diced cheese you,Spam any cooked chicken,diced,yogurt,sour cream,mayonnaise,ranch dressing,Italian salad dressing,Dash seasoning mix,ground black pepper,garlic powder,salad seasoning,with paprika",<start> butter softened brown packed vanilla extract eggs baking soda salt ground cinnamon <end>
2385,4483548530,06371900a4.jpg,"baby carrots,shredded,honey,ground cinnamon,crescent roll dough,cardamom,ground,apples,peeled slices,sugar,butter,melted",<start> baking powder salt butter softened egg milk <end>
2417,45815552d1,04285141d4.jpg,"ricotta cheese,mozzarella cheese,shredded,eggs,well beaten,parsley,chopped,pepper,nutmeg,almonds,slivered,salt,parmesan cheese,grated,mild Italian sausage,manicotti,cooked,garlic clove,minced,onion,finely chopped,spaghetti sauce",<start> butter softened brown packed baking powder baking soda salt unsalted butter softened eggs vanilla extract <end>
2448,46426ae6f5,090cc89523.jpg,"pound Sweet Potato Noodles,Sugar,Low Sodium Soy Sauce,Vegetable Oil,Shallots,Thinly Sliced,Sized Carrot,Julienned,Red Bell Pepper,Julienned,Shiitake Mushrooms,Sliced,Inoke Mushrooms,Inch Pieces,Fried Tofu,Long Strips,Minced Garlic,stalks Scallions,Inch Pieces,Spinach Leaves,Washed Well Drained,Mirin,Black Pepper,Sesame Oil,Toasted Sesame Seeds",<start> olive oil onion chopped cloves garlic minced pound boneless skinless chicken breast pounded inch pieces salt pepper <end>
2457,468b1545ee,0a1f759d5b.jpg,"tomatoes,chopped broccoli,shredded cheddar cheese,dry breadcrumbs,minced celery,light mayonnaise,salt,parmesan cheese",<start> olive oil onion chopped cloves garlic minced ground cumin ground coriander salt ground black pepper chicken broth cooked chicken breasts shredded cheddar cheese <end>
2516,481037bbc0,022834e476.jpg,"Flour,Sugar,Baking Powder,Salt,Egg,Beaten,Milk,Unsalted Butter,Melted Plus Additional Greasing Pan,dash Vanilla Extract",<start> baking powder baking soda salt butter softened eggs vanilla extract milk chocolate chips <end>
2524,483c8bc629,092f4b8f84.jpg,"unsweetened pineapple chunks,kiwi fruits,peeled,unsweetened pineapple juice if using pineapple then just,banana,frozen,strawberry,spinach,stevia,ice cubes",<start> strawberries hulled lemon juice ice <end>
2565,4975e86301,045ebd865e.jpg,"olive oil,pancetta,inch dice,yellow onion,coursely chopped,celery rib,with leave in thick slices,carrot,inch thick slices,zucchini,in lengthwise inch thick moons,garlic cloves,finely chopped,firmly shredded savoy cabbage spinach,,canpeeled chopped tomatoes with juice,water,beef broth chicken broth vegetable broth,dry red wine,salt,dried thyme,ground cloves,black pepper,cannellini beans,rinsed drained,balsamic vinegar",<start> olive oil onion diced cloves garlic minced diced tomatoes diced tomatoes undrained diced tomatoes undrained salt pepper <end>
2586,4a16575c7e,06d7b73080.jpg,"butter,onion,chopped,green bell pepper,chopped,chopped cooked ham,eggs,milk,shredded Cheddar cheese,salt ground black pepper",<start> baking powder baking soda salt butter softened eggs vanilla extract <end>
2628,4b1d9e22ff,080910bf64.jpg,"extra virgin olive oil,champagne vinegar,coarse sea salt,fresh ground black pepper,taste,shredded carrot you find purple skinned carrots,use,hardboiled egg,sliced,shallot addition,green beans,trimmed blanched,gruyere,de comte pieces,mesclun,washed spun dried",<start> boneless skinless chicken breast halves salt pepper <end>
2638,4b6c14f814,009cbbc8ce.jpg,"mashed potatoes,slices bacon,onions,chopped,onion powder,dynasty wonton wrappers,corn oil,eggs,black pepper,salt,parchment paper",<start> butter softened cream cheese softened eggs vanilla extract <end>
2662,4c6c82044a,00345dae40.jpg,"pounds potatoes,peeled cubed,slices bacon,head cabbage,chopped,onion,chopped,milk,salt pepper taste,butter,melted",<start> pounds potatoes peeled cubed salt ground black pepper taste butter melted <end>
2668,4c9f425ddd,0d41152204.jpg,"cooked chickpeas,olive oil,bread crumbs,Salt ground black pepper,minced garlic,nicoise olives,pitted chopped,capers,chopped,anchovy fillets,finely chopped,tomato paste,pound spinach,fish vegetable stock,water,Pinch red chile flakes,squid,roughly chopped,shrimp,roughly chopped",<start> olive oil onion chopped cloves garlic minced pound boneless skinless chicken breast halves pieces salt pepper taste chicken broth dry wine chicken broth dried thyme dried thyme bay leaf <end>
2693,4d5def33ac,0a75b17fbc.jpg,"Margarine,Sugar,Almond flour,Soy milk milk,dash Vanilla oil,Cake flour",<start> packages cream cheese softened butter softened vanilla extract <end>
2704,4da910e05a,00fb97cddc.jpg,"sultana raisin,carrots,peeled crosswise inch thick,cloves garlic,minced,olive oil,firmly brown sugar,ground coriander,ground cumin,ground ginger,Greek yogurt",<start> boneless skinless chicken breast halves salt ground black pepper taste olive oil onion chopped cloves garlic minced chicken broth <end>
2731,4e7a799b79,0beb979657.jpg,"shimeji mushroom,dash Italian herbs,bunch Japanese cucumber slice,italian plum tomato sauce sauce,mini wholemeal bun,tsp tomato paste,cherry tomatoes",<start> olive oil onion finely chopped cloves garlic minced ground cumin ground coriander ground cumin salt ground black pepper ground nutmeg ground nutmeg ground nutmeg ground nutmeg <end>
2737,4e9ca7af5e,05157017f8.jpg,"butter,Firmly brown sugar,Dark corn syrup,tsp salt,tsp Baking soda,tsp Vanilla extract,quart Popped yellow popcorn,unsalted almonds,whole,halved,sliced,melted chocolate if desired",<start> rolled oats brown baking soda baking soda salt ground cinnamon ground nutmeg light brown firmly packed light corn syrup dark brown firmly packed dark chocolate chips <end>
2779,4fb2fe79bb,0d8ea2aa8a.jpg,"jar chunky pasta sauce,jar mild picante sauce,tomatoes,tomato paste,grated Parmesan cheese,dried oregano,dried thyme,dried parsley,cayenne pepper taste,salt pepper taste,skinless,boneless chicken breast halves,uncooked rice,water",<start> olive oil onion chopped cloves garlic minced salt ground black pepper dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme dried thyme <end>
2786,4ff34a96c3,00677e7586.jpg,"sifted flour,sugar,baking powder,salt,shortening,beaten egg,milk",<start> baking powder baking soda salt unsalted butter melted egg milk <end>
2835,5129b3643d,00d01ed2bd.jpg,"sugar,cocoa,milk,butter,vanilla extract",<start> baking soda salt butter softened vanilla extract <end>
2840,5141a1d470,04c67518f2.jpg,"cod fish fillet,chopped tomato,finely chopped onion,water,olive oil,lemon juice,dried parsley flakes,minced garlic,minced basil,salt,seafood seasoning",<start> boneless skinless chicken breast halves salt ground black pepper garlic powder onion powder ground black pepper <end>
2847,516e95eb91,00d0e3ed93.jpg,"sesame seeds,olive oil,as needed",<start> butter margarine milk vanilla extract <end>
2892,52c5c45068,0bda27f053.jpg,"eggs,green chilies,diced get because we use them in,black olives,sliced,refried beans brand you,red onions,finely diced,Mexican blend cheese,shredded,mayonnaise,salsa,green onions,sour cream,salt,for garnish sprinkle with finely chopped cilantro a dash sprinkled over top each",<start> baking powder baking soda salt unsalted butter room temperature eggs at room temperature vanilla baking powder baking soda salt unsalted butter room temperature granulated granulated eggs vanilla extract <end>
2906,535b2f9b79,0e9355ed3c.jpg,"bag chicken tenders,i use Perdue,pasta sauce,preferably homemade,shredded mozzarella,i like four cheese pizza blend,parmesan cheese",<start> boneless skinless chicken breast halves salt ground black pepper taste shredded cheddar cheese shredded mozzarella cheese <end>
2910,5368f24790,002c026826.jpg,"milk,oats,flour,brown sugar,baking powder,salt,ground cinnamon,eggs,butter,melted,vanilla extract,milk,as needed,butter,as needed",<start> wheat baking powder baking soda salt butter softened eggs vanilla extract <end>
2917,53a1aa9c12,0df25f63ad.jpg,"red bell peppers,yellow bell peppers,onion,bunch scallion bottoms,inch pieces,toban dian bean we use LEE KUM KEE,soy sauce,water,sugar,udon noodles use,shrimp,in lengthwise,ginger,julienne,cloves garlic,thin,spinach leaves,freshly toasted sesame black white,garlic chips,cilantro,garnish,cloves garlic,thin,vegetable oil,salt",<start> boneless skinless chicken breasts strips garlic cloves minced olive oil salt pepper <end>
2925,53eae62c19,08c872f88c.jpg,"Butter,Divided Use,Panko Breadcrumbs,Lemon,Zest Juice,Divided,Salt Pepper,taste,Olive Oil,Bunch Radishes,ounces,weight Pasta Wheat,cloves Garlic,Thinly Sliced,pinch Red Chili Flakes,Freshly Grated Parmesan",<start> olive oil cloves garlic minced pound boneless skinless chicken breast halves salt ground black pepper ground cumin ground coriander ground coriander ground cumin ground coriander ground cumin ground coriander ground black pepper salt <end>
2938,544fd2ff57,07b4fd082e.jpg,"vegetable oil,onion,diced,minced ginger root,cloves garlic,minced,potatoes,cubed,carrots,cubed,jalapeno pepper,seeded sliced,ground unsalted cashews,tomato sauce,salt,curry powder,green peas,green bell pepper,chopped,red bell pepper,chopped,heavy cream,bunch cilantro garnish",<start> vegetable oil onion chopped cloves garlic minced ground ginger ground cumin salt ground black pepper ground ginger ground allspice ground ginger ground allspice ground ginger ground ginger ground cardamom ground ginger ground ginger ground cardamom ground ginger ground ginger ground cardamom ground ginger ground ginger ground ginger ground cardamom ground ginger ground ginger ground cardamom ground ginger ground ginger ground ginger ground cardamom ground ginger ground ginger ground cardamom salt ground black pepper <end>
2980,5573a2b0d1,0076fe1d3b.jpg,"brown sugar,honey,soy sauce,chopped ginger root,chopped garlic,hot sauce,salt pepper taste,skinless,boneless chicken breast inch strips,vegetable oil",<start> boneless skinless chicken breast halves salt ground black pepper taste vegetable oil <end>
3025,56f04ecb37,08c8333583.jpg,"evaporated milk,sugar,egg yolk,beaten with water,margarine,vanilla extract,chopped pecans,flaked coconut",<start> baking soda salt butter softened eggs vanilla extract milk vanilla extract <end>
3053,57fd9e0c5b,0752c35802.jpg,"brown gravy mix,water,milk,pound ground beef,onion,diced,mushrooms,drained,cloves garlic,minced,tomato sauce,diced tomatoes,Italian seasoning,dried oregano,dried basil,salt ground black pepper taste,shredded Cheddar cheese,shredded mozzarella cheese,egg noodles,grated Parmesan cheese",<start> olive oil onion chopped cloves garlic minced chicken broth dried thyme ground black pepper ground black pepper taste shredded cheddar cheese shredded mozzarella cheese shredded mozzarella cheese <end>
3056,5809fbd3a0,00256ca945.jpg,"jumbo black olives,pitted,cream cheese,softened,black olives,carrot",<start> butter softened cream cheese softened cream cheese softened vanilla extract <end>
3070,58890c167b,0b9d86137d.jpg,"espresso,shots,condensed milk,sweetened,ice cube",<start> milk butter softened vanilla extract <end>
3082,58cf6992cc,0977fadf92.jpg,"duck breasts,light soy sauce,hoisin sauce,oyster sauce,honey,rice wine vinegar,powder",<start> boneless skinless chicken breast halves salt pepper taste olive oil onion chopped cloves garlic minced vegetable oil <end>
3132,5a468a86b8,006747360d.jpg,"flour,baking soda,salt,butter,softened,sugar,vanilla extract,oatmeal,chopped pecans,sugar,as needed",<start> butter softened eggs vanilla extract baking soda baking powder salt ground cinnamon ground nutmeg <end>
3163,5b1e752164,00232070e1.jpg,"butter,orzo pasta,diced onion,cloves garlic,minced,uncooked rice,chicken broth",<start> chicken breasts boneless skinless chicken breast halves salt black pepper taste vegetable oil <end>
3172,5b5ef33af7,0768a7de63.jpg,"yeast,active dry,wheat flour,bread flour,brown sugar,caraway seeds,salt,water very warm,molasses,vegetable shortening melted",<start> olive oil onion finely chopped cloves garlic minced ground ginger ground cinnamon ground nutmeg ground ginger ground ginger ground cinnamon ground nutmeg ground ginger ground cloves ground cinnamon ground nutmeg <end>
3190,5bd36f5db9,0ca9e3cf3c.jpg,"butter margarine,softened,eggs,brown sugar,firmly packed,vanilla extract,rolled oats,wheat flour,flour,baking soda,salt,chocolate chips",<start> butter brown firmly packed eggs vanilla extract baking soda salt chocolate chips <end>
3215,5c7e5ebcf5,08ce6b3a40.jpg,"pounds new potatoes,inch thick pieces,olive oil,cumin seed,ground turmeric,curry powder,coarse sea salt,ground black pepper,chopped cilantro",<start> pounds new potatoes inch thick salt ground black pepper onion powder <end>
3220,5c8b59ed8f,00f9b82cfd.jpg,"pound ciabatta,cubes,plus olive oil,Kosher salt,Freshly ground black pepper,red wine vinegar,sparkling water,romaine lettuce heart,crosswise strips,baby arugula,watermelon radishespeeled,halved thinly sliced,finely chopped mint,feta cheese,crumbled",<start> pound shrimp peeled deveined salt freshly ground black pepper olive oil lemon juice kosher salt freshly ground black pepper <end>
3247,5d5fe6e754,0fcc65360e.jpg,"as much Onions,enough marinate Vinegar kind you have on",<start> olive oil onion finely chopped garlic cloves peeled finely chopped lemon juice lemon juice salt pepper <end>
3275,5e0baf369f,008375dc4c.jpg,"flour,salt,sugar,shortening,egg,distilled vinegar,water",<start> baking soda salt butter softened egg vanilla extract <end>
3278,5e3729db62,08b3d6ac53.jpg,"water,milk,salt,garlic powder,instant potato flakes,KNUDSEN Sour Cream",<start> butter milk salt baking powder <end>
3303,5f207df431,00d088f72c.jpg,"Old Fashioned Oats,Water,Pumpkin,Almond Milk,Ground Cinnamon,Nutmeg,Ginger,Stevia,Wheat Flour,Nuts,Oil,Light Maple Syrup",<start> olive oil onion chopped cloves garlic minced salt ground black pepper dried oregano dried basil dried oregano dried basil dried oregano dried basil dried oregano dried basil dried marjoram dried thyme dried marjoram bay leaf <end>
3315,5f5d379a98,0fc076b291.jpg,"Eggs,Egg Nog,Cinnamon,Nutmeg,Pats Butter Use Spray A Few Dashes Coconut,loaf Texas Toast,In Thick Slices,ounces,weight Cream Cheese At Room,Powdered Sugar,pint Blueberries,Optional Powdered Sugar Syrup",<start> baking powder baking soda salt unsalted butter softened eggs vanilla extract almond extract baking soda salt unsalted butter melted powdered vanilla extract powdered <end>
3326,5fb1a6b604,00081a008e.jpg,"crisco shortening,room temperature,butter,softened margarine,table cream heavy cream,unwhipped cream milk,salt,almond extract,vanilla almond extract,sugar,sifted as,drops food coloring flavor color,use envelopes each,Duncan Hines Frosting Creations",<start> butter softened cream cheese softened sifted powdered vanilla extract drops food coloring drops food coloring drops food coloring <end>
3338,604326f265,00943d9600.jpg,"Red Beet,Golden Beet,Sherry Vinegar,Sugar,ounces,weight Regular Low Fat Goat Cheese,Chives,Chopped,Milk,Only If Needed,Salt Pepper,taste,Mixed Salad Greens,Olive Oil,Sherry Vinegar,Mustard,Mayonnaise,clove Garlic,Minced,Salt Pepper,taste,Light Butter,Sugar,Walnuts,pinch Salt",<start> chicken breasts salt pepper garlic powder onion powder salt pepper taste olive oil butter melted <end>
3349,609043b360,000bc15cab.jpg,"lemon,juice only,gin,Creme de Mures,blackberries,crushed ice,squares your favourite dark chocolate,unrefined golden caster sugar,dark chocolate,broken",<start> lemon juice lemon juice lemon juice lemon juice lemon juice <end>
3354,60ab64355f,077e358b3b.jpg,"refrigerator french loaf bread,flour,cheddar cheese,freshly grated,mozzarella cheese,freshly grated,slices bacon,thick sliced,diced cooked until crispy,green onions,",<start> butter softened cream cheese softened eggs vanilla extract baking soda baking powder salt milk chocolate chips <end>
3458,64292083d5,0021a4ebfa.jpg,"peanut butter,butter,softened,sugar,brown sugar,egg,milk,vanilla extract,flour,baking powder,salt",<start> baking soda salt butter softened eggs vanilla extract <end>
3470,644ec915fc,0045867163.jpg,"hormel bbq pork butt roast with seasoning,Cola your choice,I prefer vanilla Pepsi pepper,bottle bbq sauce,I prefer sweet baby rays Cola q",<start> olive oil onion diced cloves garlic minced pound ground beef salt ground black pepper taste olive oil <end>
3497,65505cc8cc,0bf835ea74.jpg,"olive oil,yellow onion,halved thinly sliced,olive oil,carrots,shredded,cremini mushrooms,chopped,kosher salt ground black pepper taste,drained finely chopped artichoke hearts,cloves garlic,minced,container crumbled feta cheese,dry bread crumbs,as needed,egg,beaten,milk,Worcestershire sauce,pound ground turkey breast,chopped parsley,chopped thyme,pinch Italian seasoning,taste,pinch Creole seasoning as Tony,taste,Italian tomato sauce,balsamic vinegar,taste,honey",<start> lean ground beef onion chopped garlic cloves minced ground beef tomato sauce salt ground black pepper taste ground black pepper <end>
3521,6608708e8d,04f4af9d41.jpg,"water,granulated sugar,rhubarb,pieces,cold water,cornstarch,vanilla extract,chilled whipping cream,granulated sugar",<start> butter softened eggs vanilla extract baking powder salt milk chocolate chips <end>
3527,662747646d,0042c5fbb5.jpg,"sausage,packages hashbrowns,onion,chopped,packages pepper gravy mix,prepared,packages mexican cheese,bacon bits",<start> <unk> <unk> bbq sauce <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <end>
3528,662b07bf16,044bd3071c.jpg,"Cubed Turkey,Leftovers Work,Condensed Cream Mushroom Soup,Condensed Cream Chicken Soup,Sour Cream,Rotel Tomatoes Chilies,Drained,Corn Black Olives,Shredded Cheese,divided,Soft Flour Corn Tortillas,Burrito",<start> packages cream cheese softened eggs vanilla extract baking powder baking soda salt unsalted butter melted <end>
3532,66490e1f28,07d44978d2.jpg,"Cornish hens,if,soy sauce,undiluted orange juice concentrate,sesame oil,honey,curry powder a little,water",<start> chicken breasts salt pepper <end>
3544,66b437d7ef,077ebd79c4.jpg,"flour,eggs,salt,baking soda,sour cream,milk desired,vegetable oil,syrup,powdered sugar",<start> eggs milk butter melted baking powder baking soda salt milk chocolate chips <end>
3562,67472c2a49,0e2523200a.jpg,"chocolate cookie crumbs crumbled Oreo cookies,margarine,melted,raspberry preserves,water,packages cream cheese,granulated sugar,sour cream,vanilla extract,eggs,chocolate,chopped chunks,shaved chocolate,whipped cream",<start> baking powder baking soda salt unsalted butter melted cooled egg vanilla extract baking soda salt chocolate chips <end>
3582,680296c781,002dcc813f.jpg,"salmon,sized onions,chopped,chopped green onion,very finely chopped celery,onion powder,black pepper,eggs,well beaten,flour,matzo meal,corn oil,refrigerated diced potatoes also be shredded,chicken stock,salt,butter",<start> boneless skinless chicken breast halves salt ground black pepper taste vegetable oil frying <end>
3583,680b1a4053,0480d19baa.jpg,"lemons,juice of,anchovies,garlic,chopped,Dijon mustard,cider vinegar,olive oil,parmesan cheese,grated,dashes Tabasco sauce,dashes Worcestershire sauce,salt pepper",<start> boneless skinless chicken breasts boneless skinless chicken breasts lemon juice lemon juice olive oil salt pepper <end>
3626,698b929a77,00091c0078.jpg,"Agave Nectar,Brown Sugar,Butter,Vanilla,Baking Soda,ounces,weight Quaker Cinnamon Oat Squares,Pecan",<start> boneless skinless chicken breast halves salt pepper taste olive oil <end>
3641,6a6e25ca48,08e2be732e.jpg,"olive oil,flour,green bell pepper,diced,red bell pepper,diced,jalapeno,diced,onion,chopped,stalks celery,diced,packages smoked sausage if you find,tsp minced garlic,creole Cajun seasoning,chicken broth,if you need thin it out as you go along,rotisserie chicken,cooked rice,I prefer jasmine",<start> olive oil onion chopped garlic cloves minced chicken broth chicken broth chicken broth heavy cream <end>
3664,6b6b6cf4f4,080dbd04bd.jpg,"ground beef,onion,chopped,stalks celery,thin,beef bouillon cubes,soy sauce,water,divided,flour,water",<start> olive oil onion chopped cloves garlic minced ground ginger ground cinnamon ground nutmeg ground ginger ground cinnamon ground ginger ground ginger ground cinnamon ground ginger ground cloves ground cinnamon ground nutmeg <end>
3675,6ba70bb673,009a2650f5.jpg,"boneless skinless chicken thighs,Italian dressing Zesty,chicken broth,green beans,Trimmed,Halved lightly steamed them before adding,MINUTE Rice,Uncooked,almonds",<start> boneless skinless chicken breast halves salt ground black pepper onion powder garlic powder onion powder salt pepper <end>
3683,6bcf8e14e4,009ebdba76.jpg,"ground beef,russet potato,peeled diced,onion,minced,brown sugar,cinnamon,chili powder,allspice,salt,black pepper,milk,cream cheese,puff pastry sheets,frozen,tomato sauce really,tomato paste,hot chili sauce,red wine vinegar,brown sugar,garam masala,spice blend,cinnamon,allspice,chili powder,black pepper,sesame oil,olive oil",<start> boneless skinless chicken breasts inch thick salt pepper <end>
3691,6bf622e301,0b575f76dd.jpg,"rolled oats,brown sugar,sugar,chopped pecans,semisweet chocolate chips,flour,baking powder,baking soda,salt",<start> butter softened brown eggs vanilla extract baking soda baking powder salt ground cinnamon ground nutmeg <end>
3739,6d683c6cfe,0d5f114930.jpg,"olive oil,wine vinegar,Dijon mustard,dill,minced,scallion,minced,dried oregano,dried thyme,basil leaves,torn up,fresh ground pepper,lemon juice",<start> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <end>
3810,6f80c7c790,0a6adbffb5.jpg,"six inch flour tortillas,sugar,ground cinnamon,honey",<start> baking powder baking soda salt unsalted butter room temperature brown granulated eggs vanilla extract <end>
3825,6fd61cef36,005f8eb6d7.jpg,"chicken thighs,red potatoes,quartered,olive oil,as needed,chopped rosemary,chopped oregano,garlic powder,salt pepper",<start> olive oil cloves garlic minced minced rosemary leaves salt ground black pepper <end>
3855,70c198e233,0bf823661d.jpg,"raisins,currants,glace cherries,freshly made yorkshire tea tea,your choice,soft brown sugar,eggs,mixed spice,self raising flour",<start> eggs milk baking powder baking soda salt unsalted butter at room temperature eggs milk vanilla extract vanilla extract <end>
3865,712a33dc5a,000069bf1c.jpg,"butter,saltine crackers,crushed,parmesan cheese,grated,italian seasoning,salt,garlic powder,fish fillet,lime,juice",<start> potatoes peeled cubed butter salt pepper <end>
3922,72e3bd4479,0af1c38925.jpg,"brownie mix,eggs,canola oil,water,cake mix,canola oil,water,egg whites",<start> unsweetened cocoa powder baking soda salt butter softened eggs vanilla extract baking soda salt chocolate chips <end>
3927,72fe9d8970,0bc318a8c2.jpg,"packages cream cheese,softened,sugar,lemon juice,flour,baking powder,baking soda,salt,butter,softened,sugar,eggs,vanilla extract,container sour cream,finely chopped walnuts,sugar,ground cinnamon",<start> butter softened brown eggs vanilla extract baking soda baking powder salt ground cinnamon ground nutmeg <end>
3949,739806375c,0067432a56.jpg,"Flour,Baking Powder,Butter,Room Temperature,Sugar,Eggs,Anise Extract,Confectioners Sugar,Anise Extract,Milk,Nonpareils Sprinkles Garnish",<start> baking powder baking soda salt butter softened eggs vanilla extract almond extract almond extract almond extract almond extract almond extract almond extract <end>
3961,741e3ab706,0d98c6802c.jpg,"Crab Meat Crab Meat,Drained Flaked,Cream Cheese,Green Onions,Finely Sliced,Mayonnaise,Wonton Wrappers,Bowl Filled With Water Wetting Wontons,Oil Deep Frying",<start> butter margarine softened egg vanilla extract baking soda salt cinnamon nutmeg nutmeg <end>
4050,766816a2ec,09cd4f0ab5.jpg,"pound sweet potatoes,peeled,finely grated,egg whites,chopped rosemary,cracked black pepper,Parchment paper",<start> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <end>
4102,778fab9a64,005bf0728b.jpg,"Chicken breast,Boudian sausage links,Thick bacon,dash Paprika",<start> butter softened brown eggs vanilla extract baking powder salt baking soda <end>
4123,780c6c0753,002ba0bb78.jpg,"small,red potatoes,cubed,onion,chopped,pint heavy whipping cream,container chicken sodium,peeled,raw shrimp,each in half,parsley flakes,stick butter,crab boil seasoning,container lump crab meat,cans drained corn kernels,one bag kernels",<start> olive oil onion chopped garlic cloves minced chicken broth chicken broth heavy whipping cream <end>
4130,78383c8dcb,0fae4cbc7c.jpg,"black beans,drained,tomatoes,petite diced,drained,lime,juice of,whole,fresh cilantro,handful",<start> black beans drained rinsed drained diced tomatoes diced green onion diced tsp garlic powder tsp salt <end>
4143,78be220f44,0bcbc000e1.jpg,"Lamb Shanks,Salt Pepper,Olive Oil,Chopped Onion,Carrots,Scrubbed Chopped,cloves Garlic,Peeled,sprig Thyme,Black,Peppercorns,Bay Leaf,Dry Wine,Tomatoes,Chopped,Chicken Broth,Finely Chopped Parsley,Lemon Zest,cloves Minced Garlic",<start> olive oil onion chopped cloves garlic minced ground cumin ground coriander ground cumin ground turmeric salt ground black pepper chicken broth chicken broth chopped parsley <end>
