,id,image,ing,prediction
703,14bc4b926a,0d41c5250a.jpg,"skinless,boneless chicken breast halves,apricot preserves,fluid bottle salad dressing,dry onion soup",<start> cream cheese softened vanilla extract <end>
704,14c865f0ce,00326dc659.jpg,"butter,sugar,eggs,almond extract,vanilla extract,ricotta cheese,flour,baking powder,salt,sugar,milk,orange extract",<start> butter softened cream cheese softened vanilla extract <end>
705,14c8deb6d8,070ced3b09.jpg,"chicken breast,,peanut oil,plus cooking chicken,chow mein noodles Chinese egg noodles,garlic,minced,green onion,chopped,ginger,minced,soy sauce,chicken broth,dark brown sugar,sambal oelek sauce,cornstarch,water,bean sprouts peanuts",<start> chicken breast peanut oil peanut oil rice vinegar soy sauce mirin rice vinegar <end>
706,14cdb65191,001dcf39d0.jpg,"slices bacon,shredded Swiss cheese,butter,melted,eggs,beaten,finely chopped onion,salt,flour,milk",<start> potatoes peeled cubed butter milk salt pepper <end>
707,14d29f10a5,01d33d5835.jpg,"ground beef,onion,diced,garlic clove,minced,kosher salt,tomatoes,with liquid,kidney beans,with liquid,corn,with liquid,ripe olives,drained,tomato sauce,california chili powder,cumin,beef bouillon cube,cilantro,chopped",<start> onion chopped cloves garlic minced chicken broth chicken broth cans stewed tomatoes undrained kidney beans drained rinsed corn kernels corn kernel corn kernel corn kernel corn kernel corn kernel corn drained corn kernel corn tortilla chips <end>
708,14d94d0546,025f6fcd3c.jpg,"butter,packageregular marshmallows miniature marshmallows,green food coloring,corn flakes,red cinnamon candies",<start> peanut butter butter softened vanilla extract <end>
709,14d9adfbed,0aff9bdfc9.jpg,"flour,firmly brown sugar,chopped almonds,butter,softened,pints strawberries,rhubarb,in in pieces,sugar,dry tapioca,freshly grated orange rind",<start> onion chopped cloves garlic minced beef broth dried basil dried oregano salt pepper <end>
710,14e12cc782,056e1849f9.jpg,"packages tenderflake tart shells,sugar,egg,evaporated milk,water,light rum,salt,nutmeg,pinch cinnamon,icing,nutmeg,whipped topping",<start> salt unsalted butter room temperature eggs room temperature butter room temperature vanilla extract egg whites <end>
711,14efd488b6,0052c824ed.jpg,"flour,baking powder,salt,sticks unsalted butter,softened,sugar,eggs at room temperature minutes,pure vanilla extract,milk,wafer cones,milk,egg yolks,sugar,salt,bittersweet chocolate than cacao if,chopped,sticks unsalted butter,softened,pure vanilla extract,coarsely crushed chocolate wafers,by round cake a offset pastry bags each fitted with star tip",<start> vanilla wafer cookies crushed oreo cookies butter melted butter melted chocolate chips <end>
712,14f92d7413,06bd7cfa3a.jpg,"pound Irish bacon,diced,potatoes,peeled cubed,diced tomatoes with juice,chicken stock,as needed,Salt black pepper taste,thinly dark green Savoy cabbage leaves",<start> pounds beef round steak inch cubes vegetable oil onion chopped cloves garlic minced chicken broth chicken broth vegetable broth chicken broth chopped parsley <end>
713,14ff1830fb,0efeb52156.jpg,"active dry yeast,lukewarm milk,sugar,unbleached flour,salt,butter,melted cooled",<start> active dry yeast warm degrees degrees salt butter melted cooled <end>
714,1503bba48d,03fbcf0db9.jpg,"light soy sauce,seasoned rice vinegar,sugar,minced garlic clove,sesame oil,red pepper flakes,green onion",<start> extra virgin olive oil onion finely chopped garlic cloves finely chopped salt freshly black pepper <end>
715,150955c319,0028d70da2.jpg,"lean ground beef,Italian sausage,onion,chopped,garlic cloves,minced,salt,coarse ground black pepper,dried parsley flakes,dried oregano,dried basil,cans tomatoes,undrained chopped chopped,cans tomato paste,cottage cheese ricotta cheese,eggs,beaten,pepper,parsley,grated parmesan cheese,mozzarella cheese,divided,lasagna noodles",<start> lean beef onion chopped green bell pepper chopped onion chopped garlic cloves minced tomato paste tomato paste dried oregano salt pepper dried basil dried oregano dried basil dried oregano dried basil parmesan cheese grated parmesan cheese <end>
716,1514554ad1,07b294ea0d.jpg,"Dry Ingredients,flour,ground cinnamon,sugar,baking powder,salt,To Make Batter Combine Dry With,milk,egg,vegetable oil",<start> butter softened granulated vanilla extract salt <end>
717,15376f3e80,0bbe73382d.jpg,"green beans,extra virgin olive oil,salt taste,clove garlic,minced,chopped cilantro",<start> pound asparagus trimmed extra virgin olive oil kosher salt freshly black pepper <end>
718,154dac8f44,0107f5ff0b.jpg,"Beets,Extra Virgin Olive Oil,Chives,Chopped,Parsley,Chopped,Basil,Chopped,Rosemary,Chopped,clove Garlic,Minced,Salt Pepper,taste,Crumbled Goat Feta",<start> red onion finely chopped red onion finely chopped parsley finely chopped parsley finely chopped garlic clove minced salt pepper <end>
719,1554960296,046ca8411c.jpg,"russet potatoes,very thin,heavy cream,garlic cloves,minced,thyme leaves,chopped,chives,chopped,parmesan cheese,freshly grated,kosher salt,pepper",<start> elbow macaroni shredded sharp cheddar cheese salt pepper <end>
720,15577bb0b6,034f3ec6ce.jpg,"bread,slice butter,garlic clove",<start> butter softened eggs vanilla extract salt <end>
721,1576a1bbf8,01fd8de9fe.jpg,"slices bacon,chopped fine,pork chops,blade about inch thick,salt pepper,yellow onions,halved inch moons,light brown sugar,light brown sugar,plus water,garlic cloves,minced,thyme,minced,low sodium chicken broth,soy sauce,bay leaves,cornstarch,cider vinegar,parsley,minced",<start> boneless skinless chicken breast halves salt freshly black pepper onion chopped garlic cloves minced tomato paste beef broth tomato paste dried oregano dried basil bay leaf bay leaf <end>
722,15826c4a3a,0112b67e83.jpg,"uncooked linguine pasta,olive oil,divided,chorizo sausage,chunks,pound scallops,salt ground black pepper taste,cayenne pepper taste,green bell pepper,julienned,red bell pepper,julienned,yellow bell pepper,julienned,minced garlic,dry wine,clam juice",<start> pound beef round steak inch strips red onion thinly sliced red bell pepper seeded strips red bell pepper seeded sliced red bell pepper seeded sliced red bell pepper seeded thin strips red bell pepper seeded sliced red bell pepper seeded thin strips red bell pepper seeded thin strips red bell pepper strips <end>
723,159ad15036,08cd71c5ed.jpg,"Texas Pete Original Hot Sauce,Texas Pete Hotter Hot Sauce,flour,granulated sugar,baking soda,salt,fine,cocoa powder,vegetable oil,buttermilk,room temperature,eggs,room temperature,red food coloring,vanilla extract,ice cream cones,small,flat bottomed,cream cheese,softened,whipped,unsalted butter,softened,whipped,powdered sugar,vanilla extract,powdered sugar,garnish",<start> cake mix instant chocolate pudding mix milk chocolate chips heavy cream <end>
724,15a2c8c5a3,006702acc9.jpg,"food cake mix,instant chocolate pudding mix,sour cream,milk,vegetable oil,water,eggs,semisweet chocolate chips,butter,semisweet chocolate chips",<start> butter softened eggs vanilla extract salt semisweet chocolate chips <end>
725,15ab70ca3c,00458a5ff6.jpg,"egg whites,cake mix,water,canola oil,red paste food coloring,orange paste food coloring,yellow paste food coloring,green paste food coloring,blue paste food coloring,purple paste food coloring",<start> salt butter softened eggs vanilla extract <end>
726,15b0c7e9b0,0636d3f673.jpg,"miniature marshmallows,bar milk chocolate candy,milk,heavy whipping cream,pie shell,baked",<start> salt butter softened egg yolks vanilla extract <end>
727,15b4606bd4,0f5563895a.jpg,"jumbo pasta shells,ground beef,onion,chopped,garlic cloves,minced,shredded mozzarella cheese,Italian style breadcrumbs,chopped parsley,egg,beaten,dash pepper,salt,jar spaghetti sauce,Burgundy wine dry red wine,grated parmesan cheese",<start> boneless skinless chicken breast halves salt pepper garlic powder onion powder garlic powder <end>
728,15b9582683,0b7d537989.jpg,"MINUTE Rice,uncooked,DI GIORNO Basil Pesto Sauce,cherry tomatoes,halved,Milk Mozzarella Cheese,cubes",<start> pound lean beef chopped onion chopped green bell pepper chopped red bell pepper chopped red bell pepper chopped red bell pepper chopped green bell pepper chopped red bell pepper chopped green bell pepper chopped red bell pepper chopped green bell pepper chopped red bell pepper chopped green bell pepper chopped red bell pepper chopped green bell pepper chopped red bell pepper chopped green bell pepper chopped red bell pepper chopped green bell pepper chopped red bell pepper chopped green bell pepper chopped red bell pepper chopped green onions chopped <end>
729,15c117e178,003a970e39.jpg,"beef stock,soy sauce,sesame oil,orange marmalade,cornstarch,venison,minced ginger,vegetable oil,onion,snow peas,baby corn",<start> boneless skinless chicken breast halves salt black pepper garlic powder onion powder garlic powder <end>
730,15c357f051,0bc08ed349.jpg,"rice flour,potato starch,tapioca flour,xanthan gum,ground cinnamon,baking soda,baking powder,salt,butter margarine,softened,sugar,eggs,pure vanilla extract,milk soymilk,bananas,peeled,strawberries,stemmed coarsely chopped",<start> salt butter softened eggs vanilla extract <end>
731,15c3d44588,02893d53dd.jpg,"loaf bread,sugar,ground cinnamon,packages cream cheese,softened,milk,vanilla extract,butter,melted,pint sour cream",<start> cream cheese softened butter softened vanilla extract <end>
732,15c7ed0c2b,0bdd42f92a.jpg,"hamburger meat use ground turkey if you,yellow onion,flour torillas take a,shredded cheddar cheese,cream mushroom soup,Velveeta,salt,pepper,garlic,cayane pepper",<start> skinless boneless chicken breast halves garlic cloves minced garlic salt pepper <end>
733,15c8116df7,0e005962df.jpg,"head cauliflower,jar pizza sauce,bag pizza blend cheese,eggs",<start> boneless skinless chicken breast halves salt pepper garlic powder onion powder garlic powder <end>
734,15dfb9095e,00e0cb76ef.jpg,"oat bran hot cereal,uncooked use,firmly brown sugar,baking powder,salt,milk,egg,honey tried molasses molasses tried molasses,vegetable oil",<start> ounces weight cream cheese softened eggs milk vanilla extract salt <end>
735,15e1dae5b3,0022f6213d.jpg,"peanuts,unsalted roasted,peanut butter,onion powder,coconut milk,unsweetened,garlic salt,red curry paste,toasted sesame oil,cornstarch use if you want it be a thicker paste dipping if you just prefer it,brown sugar,water",<start> butter margarine softened brown vanilla extract salt chocolate chips <end>
736,15ff45fdc5,028481e999.jpg,"fat free yogurt,vanilla extract,canola oil,bread flour,salt,sugar,active dry yeast,water",<start> pounds beef onion chopped onion chopped garlic clove minced tomato paste salt pepper <end>
737,1605a0bc44,0dc31b8cad.jpg,"Hot dogs,Bacon thick,Hot dog buns,Salsa,Jalapenos,tsp AP BBQ Rubs attached,nacho cheese soup,Milk,hand shredded Pepper Jack Cheese,pinch Salt Pepper,Pinto beans,Water,tsp Chili powder,tsp Onion powder,tsp Garlic powder,tsp Cumin,tsp Coriander,tsp Black pepper",<start> boneless skinless chicken breasts lemon juice lemon juice salt pepper <end>
738,161682beef,004ab8edfd.jpg,"vegetable oil,pound boneless pork chops,orange juice,soy sauce,sugar,water,cornstarch",<start> brown butter softened eggs vanilla extract salt semisweet chocolate chips <end>
739,161f0502bb,0a36a62118.jpg,"rice,long grain,uncooked,water,butter,green pepper,sweet,diced,red pepper,sweet,diced,onion,sweet,finely chopped,jalapeno peppers,small,fresh,chopped,mushroom,thinly,corn,canned,nibblets,aged cheddar cheese,grated,monterey jack cheese,grated,sour cream,salt,sea,fine,pepper,black,freshly ground,parmesan cheese,grated,",<start> rice uncooked long grain rice uncooked long grain rice uncooked long grain rice uncooked rice uncooked rice uncooked rice chicken broth <end>
740,16222e5eb8,010f124bc4.jpg,"green bell peppers,seeded chopped,red bell peppers,seeded chopped,ajies dulces peppers,tops removed,tomatoes,chopped,onions,chunks,heads garlic,peeled,cilantro leaves with stems,leaves recao,culantro,salt,black pepper",<start> salt butter softened eggs milk vanilla extract <end>
741,162e793660,00012533b5.jpg,"cornstarch,water,vegetable oil,skinless,boneless chicken breast halves,carrot,green beans,chopped onion,Swanson Chicken Stock,uncooked dry tortellini,chopped parsley",<start> pound shrimp peeled deveined shrimp peeled deveined shrimp peeled deveined shrimp peeled deveined salt pepper <end>
742,162e9c253b,029af2965d.jpg,"water,ketchup,tomato paste,brown sugar,vinegar,prepared mustard,salt,pounds beef back ribs",<start> boneless skinless chicken breast halves salt black pepper taste pounds pork chops <end>
743,16354f128a,0049ea37aa.jpg,"semisweet chocolate chips,vanilla wafer crumbs,hazelnuts toasted,skinned coarsely chopped,sugar,butter,melted,packages cream cheese,softened,sugar,eggs,lightly beaten,hazelnut liqueur,semisweet chocolate chips,semisweet chocolate chips,skinned,toasted hazelnuts,sour cream,room temperature,hazelnut liqueur",<start> chocolate chips semisweet chocolate chips semisweet chocolate chips semisweet chocolate chips heavy whipping cream semisweet chocolate chips ounces weight semisweet chocolate chips ounces weight semisweet chocolate chips ounces weight semisweet chocolate chips ounces weight semisweet chocolate chips heavy cream <end>
744,163b04a653,0ad65a3e79.jpg,"pounds baking potatoes,peeled pieces,plus warm,butter,melted,kosher salt,freshly ground black pepper",<start> potatoes peeled cubed salt pepper <end>
745,163d460499,038c0c5f75.jpg,"butter,unsweetened cocoa powder,sugar,milk,salt,quick cooking oats,crunchy peanut butter,vanilla extract",<start> butter softened eggs vanilla extract salt chocolate chips <end>
746,16420871b7,0fde52a797.jpg,"recipe Perfect Parmesan Pizza Dough,Kraft Creamy Caesar Dressing,clove garlic,minced,Cracker Barrel Shredded Cheese Pizza Cheese,Italian seasoning",<start> wheat pastry salt freshly grated nutmeg lemon zest lemon juice <end>
747,1646196176,02879a9a0d.jpg,"cake flour,flour,baking powder,salt,sugar,brown sugar,shortening,egg,cold water,vanilla extract,almond extract",<start> butter softened brown vanilla extract <end>
748,164ca7301f,08c9a8bc85.jpg,"olive oil,garlic cloves,minced,red pepper flakes,salt ground pepper,crushed tomatoes,water,ziti pasta,heavy cream,parmesan cheese,grated,basil leaf,minced,mozzarella cheese,shredded",<start> boneless chicken breast halves salt pepper garlic powder onion powder <end>
749,1654587b71,00cd567790.jpg,"ground paprika,ground cayenne pepper,onion powder,salt,ground pepper,ground black pepper,dried thyme,dried basil,dried oregano,salmon fillets,skin bones removed,unsalted butter,melted",<start> pounds beef stew meat salt taste black pepper taste vegetable oil <end>
750,16596bc726,0cc573f182.jpg,"water,cube chicken bouillon,carrot,shredded,uncooked rice",<start> pound lean beef onion chopped cloves garlic minced dried thyme dried thyme salt pepper <end>
751,165aa929ee,00c1986923.jpg,"minced chicken,red Thai curry paste,spring onion,chopped coriander,good quality vegetable chicken stock,stalks lemon grass crushed,clove garlic crushed,chilies finely sliced,rice noodles straight wok noodles,finely shitake mushroom,red pepper deseeded sliced,coconut milk,lime juice,Thai fish sauce,lime wedges serving,chopped coriander",<start> butter onion chopped garlic cloves minced chicken broth chicken broth heavy cream <end>
752,165c8ee4ef,0200dfd204.jpg,"leg lamb,onions about,olive oil,carrots chopped,lemon,juice zest of,dried mint,dried sage,dried rosemary,oregano,mint,garlic cloves,peeled sliced,red wine quaffing,pepper,honey",<start> pound lean beef onion chopped garlic cloves minced red wine vinegar salt black pepper <end>
753,16609a6164,0b4b0dff98.jpg,"Warm Water,Sugar,packages Active Dry Yeast,Flour,Plus Extra If Needed,Wheat Flour,Salt,Brown Sugar,Water Bath",<start> salt unsalted butter melted <end>
754,166706fbc9,0237e2b755.jpg,"zucchini,olive oil,onion,finely chopped,breadcrumbs,preferably fresh,milk,egg,beaten,salt pepper,taste,breadcrumbs,preferable fresh,butter,melted",<start> zucchini thinly sliced extra virgin olive oil garlic cloves minced salt pepper <end>
755,167198324b,0debc4c510.jpg,"Greek Yogurt,Plain,Coconut Oil,Melted,Egg,Almond Milk,Pure Vanilla Extract,Honey,Lemon,Zest Juice,Baking Powder,Baking Soda,Poppy Seeds,Pink Salt,Spelt Flour",<start> salt unsalted butter softened egg vanilla extract almond extract <end>
756,1672b48859,00e1a8c502.jpg,"boiling water,oats,salt,butter,light brown sugar,Dash granulated sugar,packages dry yeast,warm water,flour,divided,wheat flour,Cooking spray,egg,lightly beaten",<start> salt butter softened eggs vanilla extract almond extract <end>
757,16761a030a,0d26b6660e.jpg,"ziti pasta,onion,chopped,ground beef,garlic cloves,minced,jars spaghetti sauce,provolone cheese,thinly,sour cream,mozzarella cheese,grated,parmesan cheese,grated",<start> butter onion finely chopped garlic cloves finely chopped green bell pepper finely chopped onion finely chopped garlic cloves minced tomato paste dried basil dried oregano salt pepper <end>
758,168e67e77e,0519390489.jpg,"plantains,,red onion,fresh ginger piece,peeled,scotch bonnet pepper,flour,salt,oil",<start> boneless skinless chicken breast halves salt pepper garlic powder onion powder <end>
759,169256b4ce,083dcfa124.jpg,"unsalted butter,garlic cloves,minced,ground black pepper,minced shallots sweet,dried tarragon tarragon,dried thyme thyme,chopped parsley,chopped chives,bottlenorthwest amber ale,mussels",<start> brussels sprouts trimmed extra virgin olive oil kosher salt freshly black pepper <end>
760,169f361e16,042d756ed8.jpg,"pounds red potatoes,cubed,sour cream,mayonnaise,sugar,bunch green onions,chopped,shredded Cheddar cheese,real bacon bits",<start> uncooked rice uncooked rice uncooked rice uncooked rice uncooked rice uncooked rice uncooked rice <end>
761,16a71a0017,05b8049e94.jpg,"egg,peanut butter,mashed banana,honey,wheat flour,wheat germ,egg white,lightly beaten,brushing",<start> butter softened brown eggs vanilla extract salt chocolate chips <end>
762,16ad85ac84,00cba6d85a.jpg,"sugar,flour,unsweetened cocoa powder,baking powder,baking soda,salt,eggs,milk,vegetable oil,vanilla extract,boiling water",<start> unsweetened cocoa powder salt butter softened eggs vanilla extract <end>
763,16b25488c8,09a9c4a0ad.jpg,"margarine,Miniature Marshmallows,drops red food colouring,crisp rice cereal,assorted decorating icings sprinkles",<start> graham cracker crumbs butter melted philadelphia brick cream cheese softened divided kraft milk divided divided kraft zesty italian dressing divided kraft zesty italian dressing divided kraft grated parmesan cheese <end>
764,16b2eff33b,0ec60b46ca.jpg,"ground chicken,drained tomatoes,chopped coarsely,garlic powder,egg,breadcrumbs,feta cheese,crumbled,divided use,red onion,finely sliced,baby spinach leaves,olive oil,balsamic vinegar,garlic powder,sugar,mild French mustard",<start> salt butter softened eggs milk <end>
765,16b44c6e48,0ae02e1401.jpg,"flour,sugar,shortening,eggs,baking powder,milk,vanilla extract,salt,egg",<start> shortening eggs milk vanilla extract <end>
766,16b610686c,04257cf019.jpg,"Yellow Potatoes Russet,Olive Oil,Smoked Paprika,Ground Parsley,Coarse Salt,Plus Seasoning,Greek Yogurt,Spicy Mustard,Honey,pinch Salt",<start> cream cheese softened vanilla extract <end>
767,16b77e5755,06d3f4f58d.jpg,"Egg,dash Salt pepper,Oil",<start> eggs milk salt pepper <end>
768,16bf599f76,0015cdc2b4.jpg,"sugar,corn syrup use dark,eggs,butter,vanilla,pecans,coarsely broken,unbaked deep dish pie shell",<start> butter softened brown packed eggs vanilla extract salt rolled oats <end>
769,16c305a8b8,0e5c2af110.jpg,"chopped carrots,agave nectar,nutmeg,cinnamon,orange rind,eggs,blanched almond flour",<start> butter softened eggs vanilla extract almond extract <end>
770,16e006de3d,00390bc6b2.jpg,"container watermelon,cubed,seedless,goat cheese,crumbled,red onion,sliced,pitted black olives,fresh basil,a few handfuls,,olive oil,a drizzle,salt pepper",<start> strawberries washed hulled chopped lemon juice <end>
771,16e4b6bc34,0067eddba9.jpg,"Kabocha squash,Unsalted butter,Cane sugar sugar fine,Egg,Rum,Almond flour,Cake flour,Baking powder,dash Cinnamon powder",<start> butter softened eggs vanilla extract almond extract <end>
772,16ed72f0a3,01616bf68e.jpg,"Peaches,Peeled Sliced,Raspberries,Flour,Sugar",<start> red onion chopped red bell pepper chopped red bell pepper chopped yellow bell pepper chopped onion chopped garlic cloves minced tomato paste salt pepper <end>
773,16ee783b1d,0b0761bcbf.jpg,"dry yeast,warm water,bread flour,divided,salt,cooking spray,cornmeal,water,egg white,lightly beaten",<start> salt butter softened eggs vanilla extract <end>
774,16f200c173,06017793da.jpg,"diced tomatoes,onions,clove garlic,olive oil,Swanson Chicken Broth,stalk celery,uncooked pearl barley,chopped parsley",<start> pound lean beef onion chopped cloves garlic minced chicken broth chicken broth tomato paste salt black pepper <end>
775,1715086f59,0f0d284a67.jpg,"mayonnaise,chopped dill about t,drained capers,chopped chives,finely chopped cornichons dill pickles,plus T pickle juice,panko breadcrumbs,egg,halibut fillets,inch strips,olive oil",<start> salt butter softened eggs vanilla extract <end>
776,1718c52d65,05db61ae94.jpg,"warm water degrees degrees,active dry yeast,sugar,salt,olive oil,flour",<start> active dry yeast salt <end>
777,17194ac421,00592e46cb.jpg,"vegetable oil,skinless,boneless chicken breast halves,teriyaki basting sauce,salad dressing,shredded Cheddar cheese,green onions,chopped,bacon bits,chopped parsley,garnish",<start> chicken breasts salt pepper butter milk <end>
778,171de72b17,07f4a43dba.jpg,"prebaked cupcakes,twizzlers pull n peel candy,candy corns,icing choice,mini powdered donuts,black decorating gel,mini pretzel sticks",<start> cake mix egg whites room temperature butter softened vanilla extract <end>
779,171e3ad884,06c8420c99.jpg,"egg whites,Dijon mustard,breadcrumbs Progresso Italian style,italian seasoning,parmesan cheese,flour,boneless skinless chicken breasts",<start> butter softened eggs milk salt pepper <end>
780,171fb93a2f,0c072e38b7.jpg,"chicken breasts,flour,salt,pepper,lemon pepper,eggs,grated parmesan cheese,breadcrumbs,vegetable olive oil what you prefer",<start> chicken breasts salt pepper garlic powder <end>
781,1724c016e2,0b5787b550.jpg,"pounds ground pork,ketchup,water,vinegar,brown sugar,dry mustard,salt,hamburger buns",<start> pounds beef sirloin steak inch thick garlic cloves crushed red pepper flakes <end>
782,17339b8f2f,00bbec4bd5.jpg,"dry green lentils,vegetable broth,extra virgin olive oil,onion,diced,celery ribs,diced,salt,hash brown potatoes,thawed,garlic cloves,minced,poultry seasoning,black pepper,egg vegan ground flax seed mixed with,wheat flour,nutritional yeast,chopped walnuts,salt",<start> pound pork sausage onion chopped garlic cloves minced salt pepper <end>
783,173a3afbba,0d1a4f0b35.jpg,"sauteed mushrooms,use,olive oil,green bell pepper,seeded very thin,red bell pepper,seeded very thin,onions,thin,pinch cayenne pepper,minced garlic garlic,ground black pepper,salt,thinly deli roast beef cooked steak,slices mozzarella cheese slices provolone cheese,Italian rolls,lightly toasted",<start> slices bread kraft parmesan cheese italian dressing <end>
784,1740fa6684,002d424964.jpg,"gluten free flour,dates,pitted,water,butter,light brown sugar,golden syrup,milk,chopped walnuts,egg,walnut oil,treacle,cinnamon,ginger,nutmeg,baking powder,zest juice a lemon,muscovado sugar,rice flour,butter,chopped walnuts,cinnamon",<start> brown butter margarine softened vanilla extract eggs vanilla extract salt <end>
785,174ddcd4c0,0043eecc8b.jpg,"chocolate cookie crumbs,butter,melted,pints strawberries,halved,semisweet chocolate chips,water,light corn syrup,heavy cream,divided,sugar",<start> cream cheese softened vanilla extract <end>
786,1757111247,06c0501dad.jpg,"beets pounds,walnuts coarsely chopped,mixed with honey,toast in a degrees F oven minutes,honey,pinch salt,olive oil,up tablespoons,red wine vinegar up as needed,x salt black pepper taste,mixed salad greens about cups,as needed,goat cheese crumbled,as needed",<start> strawberries hulled halved salt freshly black pepper taste cloves garlic minced salt freshly black pepper balsamic vinegar <end>
787,175b0f5eb9,006c3ccb97.jpg,"Egg,packets Instant clear soup recommend using matsutake,Chicken,dash Soy Sauce marinate,Water,How Water soup,dash Sugar easy mixing,pinch Salt,Gingko nuts corn kernels,Mixed seafood,cuts Imitation crab meat naruto,Shiitake shimeji mushrooms,Mitsuba",<start> lemon juice lemon juice <end>
788,17708d3e40,0023904151.jpg,"russet potato,scrubbed,kosher salt,kosher salt,garlic cloves,minced,almond,blanched,extra virgin olive oil,water,lemon juice,wine vinegar,fresh ground black pepper",<start> pound asparagus ends trimmed extra virgin olive oil kosher salt freshly black pepper <end>
789,17715b7f19,008d3add17.jpg,"clove Garlic,Large,Ripe Avocado,Olive Oil,Lime Juice,pinch Salt Pepper,",<start> lemon juice lemon juice lemon juice <end>
790,178bf04bc4,0cfd41b96b.jpg,"ground beef ground turkey,chopped onion,chopped green pepper,condensed tomato soup,undiluted,tomato sauce,brown sugar,Worcestershire sauce,prepared mustard,chili powder,garlic powder,hamburger buns",<start> ounces weight cream cheese softened butter softened brown vanilla extract salt <end>
791,1794214eef,0f09ba566d.jpg,"brisket,porter other dark malty beer,seasoned salt,paprika,cayenne,ground black pepper,apple cider,prepared bbq sauce choice,beer reserved from brisket",<start> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> bbq sauce cranberry sauce <end>
792,1795254abf,0e4cb3b445.jpg,"pound Ground Chicken Breast,Garlic Powder,Black Pepper,Salt,Favorite Barbecue Sauce Plus Serving,ounces,weight Sharp Cheddar Cheese,Diced Cubes,Wheat Hamburger Buns,Homemade Coleslaw Favorite Recipe See Mine On Related Blog",<start> butter softened eggs vanilla extract almond extract <end>
793,17960cd8d4,05ef1bd719.jpg,"ripe heirloom tomatoes,inch thick,mozzarella cheese,inch thick,basil leaf,English cucumber,thinly sliced,extra virgin olive oil,fine sea salt,fresh ground black pepper",<start> onion thinly sliced garlic cloves minced salt pepper <end>
794,1796fea968,05b631a4cb.jpg,"ground beef,green pepper,onion,seasoning salt,pepper,tomato sauce with basic garlic,egg noodles,cottage cheese,sour cream,shredded sharp cheddar cheese jack cheese,divided,grated parmesan cheese",<start> pound lean beef onion chopped garlic cloves minced tomato paste dried oregano dried basil dried oregano dried basil dried oregano dried basil dried oregano dried basil dried oregano dried basil dried oregano dried basil dried oregano dried basil dried oregano bay leaf bay leaf <end>
795,179f1e1485,0027ef0e12.jpg,"vital wheat gluten,paprika,nutritional yeast,onion powder,garlic powder,water,nut butter butter,tahini,,liquid smoke,soy sauce,barbecue sauce",<start> pound lean beef onion chopped onion chopped garlic cloves minced tomato paste beef broth tomato paste salt pepper <end>
796,17a3094ba3,0011de13a7.jpg,"butter,miniature marshmallows,crisp rice cereal",<start> salt unsalted butter softened brown packed eggs vanilla extract <end>
797,17b2e9e45d,0dcc0c77af.jpg,"chocolate cookie crumbs,sugar,butter,cream cheese,softened,creamy peanut butter,sugar,unsalted butter,softened,vanilla extract,heavy whipping cream",<start> salt butter softened vanilla extract <end>
798,17bee060aa,0d18598f7f.jpg,"eggs,well chilled,sausage meat,flour,eggs,beaten,panko breadcrumbs,vegetable oil,frying a",<start> rolled oats salt butter softened brown packed eggs vanilla extract eggs beaten <end>
799,17bf5ecb98,0ca6cf9f8f.jpg,"beef round roast,carrots,chopped,onion,thinly sliced,stalks celery,chopped,garlic powder,ground black pepper taste,Worcestershire sauce,barbeque sauce",<start> pounds pork roast beef onion chopped cloves garlic minced beef broth dried thyme dried thyme salt black pepper <end>
800,17cda4a2e6,0d6b752202.jpg,"warm water,bread flour,vital wheat gluten,powdered milk,sugar,salt,butter,active dry yeast active dry yeast",<start> warm active dry yeast warm active dry yeast salt <end>
801,17cf653195,01774e1ec0.jpg,"chicken,cooked deboned,cans condensed cream chicken soup,milk,shredded Cheddar cheese,cans refrigerated crescent roll dough",<start> salt butter softened egg milk <end>
802,17d13ef063,0be26ec5a6.jpg,"butter,cinnamon,ground,cardamom,ground,clove,ground,chicken stock,currants,couscous,butter,salt,cashews pistachios",<start> salt butter softened eggs vanilla extract <end>
803,17db971aa9,05f69802f8.jpg,"with pods Edamame,Sesame oil,Egg,flour,dash Salt pepper,Mayonnaise,dash Wasabi",<start> butter softened eggs vanilla extract salt chocolate chips <end>
804,17f6cfd07d,06719544f5.jpg,"Mini Babybel Mozzarella Style Cheese,Peeled,In Horizontally,Basil Leaf,In Half,Tomato,In Half,Balsamic Glaze,Olive Oil",<start> salt unsalted butter softened eggs vanilla extract <end>
805,17fa6b1dda,00bd167385.jpg,"water,sugar,rhubarb,pieces,pound farmer cheese,stick unsalted butter softened,melted,sugar,cake flour,eggs,separated,finely grated lemon zest,vanilla bean,seeds scraped,sour cream,granulated sugar,sheets phyllo dough,milk,sugar,vanilla bean,split,egg yolks,cornstarch",<start> chicken breasts cooked chicken breasts cooked chicken breasts cooked chicken breasts cooked crumbled feta cheese <end>
806,18014ceff3,0d654073de.jpg,"block Tofu,Soy milk,Mentsuyu,cheese,Ground sesame seeds",<start> chicken broth milk lemon juice grated parmesan cheese <end>
807,18029857c4,048232c705.jpg,"flour,wheat flour,quick oats,wheat germ,baking soda,salt,buttermilk,honey",<start> wheat wheat bran bran salt pumpkin pie spice <end>
